腹瀉,['diarrhea'],['內科部'],"['大腸', '小腸']","['腹痛', '腹脹', '發燒', '嘔吐', '噁心', '倦怠', '疲勞', '糞便黏液狀', '稀便', '水便', '排便急迫感', '肛門不適', '血便']",https://health.udn.com/disease/sole/263
尿毒症,['Uremia'],['內科部'],['腎'],"['水腫', '惡心', '嘔吐', '貧血', '淤血', '不易止血', '食慾不振', '肌肉痙攣', '膚色灰暗', '皮膚搔癢', '疲倦', '嗜睡', '易怒', '注意力減退', '蛋白尿', '血尿', '排尿困難', '打嗝', '腹瀉']",https://health.udn.com/disease/sole/61718
隱睪症,"['Cryptorchidism', ' undescended testes']",['外科部'],['睪丸'],"['陰囊內摸不到睪丸', '陰囊發育差']",https://health.udn.com/disease/sole/61680
子宮肌瘤,['Fibromyoma'],['婦產部'],['子宮'],"['子宮異常出血', '經血過多', '貧血', '疲勞', '經痛', '經期延長', '月經量增加', '月經有血塊', '便秘', '脹氣', '頻尿', '小便滯留', '失禁', '慢性骨盆腔疼痛', '下肢水腫', '靜脈曲張', '腹痛', '腰痠', '輸卵管水腫']",https://health.udn.com/disease/sole/61721
失眠,['Insomnia'],['精神醫學部'],['腦部'],"['難入睡', '淺睡', '易驚醒', '多夢', '早醒', '疲倦', '哈欠連連', '食慾低落', '精神渙散', '頭痛', '記憶力衰退', '喪失身心動力', '胸悶', '肩頸酸痛', '腹脹']",https://health.udn.com/disease/sole/190
自閉症,['Autism'],['精神醫學部'],['腦部'],"['冷漠', '不理人', '不看人', '失語', '仿說', '不合群', '行為固著', '自殘', '動作重覆', '行為固定']",https://health.udn.com/disease/sole/234
厭食症,['Anorexia Nervosa'],['精神醫學部'],['心理'],"['體重驟降', '拒食', '暴食', '噁心', '嘔吐', '反胃', '腹脹', '疲倦', '便祕', '全身無力', '精神抑鬱', '暈眩', '喘氣', '心律不整', '畏寒', '低溫', '貧血']",https://health.udn.com/disease/sole/238
失智症,['Dementia'],['神經部'],['腦部'],"['記憶障礙', '語言障礙', '行為重複', '被害心理', '算術能力喪失', '迷路', '日夜顛倒', '憂鬱', '幻覺', '妄想', '偏執', '無法自我照顧', '步伐不穩', '個性改變', '情緒不穩']",https://health.udn.com/disease/sole/241
注意力不足過動症,"['(Attention-Deficit/Hyperactivity Disorder', ' ADHD)']",['精神醫學部'],['大腦前額葉'],"['注意力不集中', '過動', '衝動', '學習障礙', '對立反抗與行為規範障礙', '憂鬱症', '抽搐', '妥瑞氏症', '躁鬱症', '睡眠障礙']",https://health.udn.com/disease/sole/76159
皮膚病,['Skin-Disease'],['皮膚部'],['皮膚'],"['皮膚紅腫', '皮膚發癢', '不明原因皮膚痛', '發疹', '鱗屑', '角質增生', '水皰', '膿', '分泌物', '皮膚硬塊', '痂皮', '皮膚顏色異變']",https://health.udn.com/disease/sole/1
溼疹,['Eczema'],['皮膚部'],['皮膚'],"['成片紅斑', '皮疹對稱', '密集性小丘疹', '細微水皰', '滲液', '糜爛', '結痂', '鱗屑', '鱗屑痂', '患部暗紅', '色素沉澱', '苔蘚化', '皮膚搔癢', '皮膚變粗厚', '皸裂', '膿皰', '裂傷', '皮膚腫脹']",https://health.udn.com/disease/sole/2
帶狀疱疹,['Herpes Zoster'],['皮膚部'],['皮膚'],"['乏力', '倦怠', '食慾減退', '發燒', '患處灼熱', '碰觸痛', '發疹', '紅斑', '搔癢', '丘疹', '水泡', '水泡帶狀分布', '神經痛', '失眠', '頭痛']",https://health.udn.com/disease/sole/8
痤瘡,['Acne vulgaris'],['皮膚部'],['皮膚'],"['粉刺', '丘疹', '膿皰', '紅色硬凸狀結節', '囊腫']",https://health.udn.com/disease/sole/193
脂漏性皮膚炎,['脂漏性皮膚炎'],['皮膚部'],['皮膚'],"['皮膚出油', '皮膚乾燥', '發癢', '發紅', '發炎', '脫屑', '乾屑', '紅斑', '出疹', '黃色皮鱗屑', '黃褐色結痂', '搔癢', '破皮糜爛', '掉髮', '頭皮油垢']",https://health.udn.com/disease/sole/194
異位性皮膚炎,['Atopic dermatitis'],['皮膚部'],['皮膚'],"['皮膚乾燥', '皮膚敏感', '搔癢', '紅疹', '丘疹', '脫屑', '關節部皮膚增厚', '皮膚變粗', '破皮', '滲出體液', '水泡', '結痂', '毛孔角質化']",https://health.udn.com/disease/sole/202
椎間盤突出,"['Herniation of intervertebral disc', 'HIVD']",['麻醉部'],['脊椎'],"['下背痛', '腰痛', '臀部痠痛', '背部僵硬', '坐骨神經痛', '上下肢體肌肉痙攣', '深部肌腱反射減弱', '大小便失禁', '下肢酸麻', '腿部肌肉無力萎縮', '行走困難']",https://health.udn.com/disease/sole/221
坐骨神經痛,['Sciatica'],['麻醉部'],"['下背部', '臀部', '大腿', '小腿', '足踝']","['腰痛', '下肢刺痛', '灼熱感', '麻痺感', '觸電感', '腿部無力', '肌肉萎縮']",https://health.udn.com/disease/sole/222
三叉神經痛,['Trigeminal neuralgia'],['麻醉部'],['臉'],"['臉部疼痛', '咀嚼肌痙攣', '臉部灼熱', '臉部電擊感', '單側頭痛']",https://health.udn.com/disease/sole/64011
巴金森氏症,"['Parkisonism', "" Parkinson's disease"", ' PD']",['神經部'],"['腦部', '四肢']","['疲倦', '肌肉痠痛', '抽筋', '手腳顫抖', '肢體僵硬', '無力', '關節痛', '彎腰曲背', '動作遲緩', '面無表情', '口齒不清', '音調呆板', '吞嚥困難', '缺乏平衡感', '頭暈', '便祕', '胃脹', '夜晚頻尿', '排尿困難', '多汗', '心悸', '皮膚潮紅', '性功能障礙']",https://health.udn.com/disease/sole/64015
足底筋膜炎,['plantar fasciitis'],['麻醉部'],"['腳底足弓', '腳跟']","['小腿緊繃', '腳跟疼痛', '腳底按壓疼痛']",https://health.udn.com/disease/sole/76163
類風濕性關節炎,"['Rheumatoid Arthritis', 'RA']",['內科部'],"['四肢周邊關節', '肌肉', '肌腱', '皮膚', '眼睛', '心臟', '肺臟', '血管', '神經']","['倦怠虛弱', '精神不濟', '食慾不振', '體重減輕', '關節紅腫熱痛', '晨僵現象關節僵硬', '關節變形', '肌肉萎縮', '皮下結節', '類風濕結節', '發燒', '肌腱炎', '肌腱斷裂', '滑膜炎']",https://health.udn.com/disease/sole/284
紅斑性狼瘡,"['Systemic Lupus Erythematosus', 'SLE']",['內科部'],['免疫系統'],"['倦怠', '發燒', '畏寒', '體重減輕', '關節痛', '關節僵硬', '肌肉痛', '肌肉無力', '掉髮', '紅斑', '雷諾氏現象', '水腫', '腹痛', '皮膚疹', '憂鬱', '噁心', '嘔吐', '蛋白尿', '血尿']",https://health.udn.com/disease/sole/286
過敏,['Hypersensitivity'],['內科部'],"['免疫系統', '上呼吸道', '眼睛', '皮膚', '胃腸道']","['打噴嚏', '鼻癢', '鼻塞', '流鼻水', '流眼淚', '眼睛癢', '眼睛紅', '皮膚癢', '起疹', '紅腫', '咳嗽', '氣喘', '胸悶', '嘔吐', '腹悶', '腹瀉', '發燒', '頭痛', '倦怠', '睡眠品質差', '呼吸有雜音', '呼吸困難', '心跳急速加快', '胃痙攣', '腸絞痛']",https://health.udn.com/disease/sole/287
糖尿病,['Diabetes mellitus'],['內科部'],['胰臟'],"['易餓', '體重減輕', '疲倦', '口渴', '傷口久不癒合', '四肢刺痛', '四肢發麻', '視力變差', '夜尿增加']",https://health.udn.com/disease/sole/180
氣喘,['asthma'],['內科部'],"['氣管', '胸部']","['咳嗽', '呼吸聲音很大', '呼吸急促', '胸悶', '呼吸困難', '夜咳', '喘鳴']",https://health.udn.com/disease/sole/60913
